"","score","lambda"
"1",0.710476956920043,0.0836533090531281
"2",0.711443902263061,0.0961809772720028
"3",0.706749515111616,0.0876365243370393
"4",0.730998412801898,0.0836533090531281
"5",0.709703975286278,0.0876365243370393
"6",0.714837397816963,0.0836533090531281
"7",0.720042749404592,0.0798511370513189
"8",0.706046482387114,0.0918094034152172
"9",0.711585441976021,0.076221779635029
"10",0.716455201848945,0.0876365243370393
"11",0.716775630789163,0.076221779635029
"12",0.714213703126165,0.076221779635029
"13",0.713434394109954,0.0876365243370393
"14",0.714354945102256,0.0836533090531281
"15",0.71185597007381,0.0727573821146354
"16",0.697334177201132,0.076221779635029
"17",0.711347130131793,0.0727573821146354
"18",0.724738538274439,0.0632806605272851
"19",0.715251712008704,0.0836533090531281
"20",0.727199912428167,0.0727573821146354
"21",0.709142157689957,0.0918094034152172
"22",0.703122915298311,0.0918094034152172
"23",0.704817323109877,0.0798511370513189
"24",0.711091940964733,0.076221779635029
"25",0.712751683643857,0.0727573821146354
"26",0.707408825836246,0.0798511370513189
"27",0.714366874337122,0.0836533090531281
"28",0.715239030806115,0.076221779635029
"29",0.689915842507346,0.0727573821146354
"30",0.721452655790635,0.0798511370513189
"31",0.713484791326962,0.076221779635029
"32",0.708225524376594,0.0836533090531281
"33",0.718869228078566,0.076221779635029
"34",0.717283306801965,0.0798511370513189
"35",0.711850592554851,0.0876365243370393
"36",0.713338982169331,0.0798511370513189
"37",0.702965853815238,0.0876365243370393
"38",0.69538286945732,0.0876365243370393
"39",0.704930611432374,0.0798511370513189
"40",0.701944363564972,0.0876365243370393
"41",0.712045729656983,0.0876365243370393
"42",0.719060395214707,0.0525367160927477
"43",0.708488701973355,0.0727573821146354
"44",0.724702615228933,0.0727573821146354
"45",0.70710044686455,0.066293816815319
"46",0.711508303079632,0.0798511370513189
"47",0.717299962500011,0.0727573821146354
"48",0.716380583445224,0.0836533090531281
"49",0.719220477242203,0.0918094034152172
"50",0.714154819455652,0.0836533090531281
"51",0.7020830972095,0.076221779635029
"52",0.703784349858353,0.0798511370513189
"53",0.702379406016795,0.0836533090531281
"54",0.702719974950206,0.076221779635029
"55",0.709432444111338,0.0836533090531281
"56",0.704445972746239,0.0918094034152172
"57",0.711607955923496,0.0836533090531281
"58",0.726559940199968,0.0798511370513189
"59",0.717768141849731,0.0918094034152172
"60",0.71408442481073,0.0961809772720028
"61",0.703345968509298,0.100760706908855
"62",0.700392752833842,0.0876365243370393
"63",0.709247231799397,0.0836533090531281
"64",0.717070701071603,0.076221779635029
"65",0.720826135787684,0.0836533090531281
"66",0.715031798877945,0.0836533090531281
"67",0.716016847972012,0.0836533090531281
"68",0.717522244835409,0.0694504468082805
"69",0.730942204621107,0.0550382913786007
"70",0.698948474675634,0.0876365243370393
"71",0.718809769270397,0.0798511370513189
"72",0.717178390147051,0.076221779635029
"73",0.7089729292468,0.0836533090531281
"74",0.708130343106804,0.0836533090531281
"75",0.719297768679731,0.0836533090531281
"76",0.704821576291028,0.0798511370513189
"77",0.716984699639505,0.0798511370513189
"78",0.703676260072421,0.0836533090531281
"79",0.703798455236897,0.0918094034152172
"80",0.714000256002733,0.076221779635029
"81",0.703505313526449,0.0798511370513189
"82",0.717172242577006,0.076221779635029
"83",0.690788036232464,0.076221779635029
"84",0.703016864930638,0.0836533090531281
"85",0.703919096815065,0.0876365243370393
"86",0.724144734313097,0.0798511370513189
"87",0.703164038170139,0.0876365243370393
"88",0.718847984202511,0.0798511370513189
"89",0.700221194135234,0.0876365243370393
"90",0.718185120541986,0.0727573821146354
"91",0.71625009414495,0.0525367160927477
"92",0.719321540783678,0.0397420990743127
"93",0.724248317629178,0.066293816815319
"94",0.716945743114597,0.0798511370513189
"95",0.703739216641852,0.0876365243370393
"96",0.714153744717446,0.0694504468082805
"97",0.728602118371912,0.076221779635029
"98",0.721611969530281,0.0694504468082805
"99",0.718188330814399,0.0876365243370393
"100",0.725223441103674,0.0727573821146354
