"","score","lambda"
"1",0.784530386740331,0.0920842490258585
"2",0.784530386740331,0.0764499612895074
"3",0.762430939226519,0.110915803953718
"4",0.790055248618785,0.0118931380982495
"5",0.790055248618785,0.0878988777904973
"6",0.790055248618785,0.110915803953718
"7",0.795580110497238,0.116197143455245
"8",0.790055248618785,0.0207835965919044
"9",0.795580110497238,0.0228099716021207
"10",0.790055248618785,0.105874509483428
"11",0.790055248618785,0.0578315921084834
"12",0.790055248618785,0.105874509483428
"13",0.790055248618785,0.0526939928561125
"14",0.784530386740331,0.127526221495951
"15",0.806629834254144,0.0729751925607563
"16",0.779005524861878,0.116197143455245
"17",0.790055248618785,0.0878988777904973
"18",0.779005524861878,0.101062349627235
"19",0.790055248618785,0.0458305477305524
"20",0.784530386740331,0.121729957912875
"21",0.784530386740331,0.030153440056185
"22",0.795580110497238,0.133598478532902
"23",0.779005524861878,0.244583848839403
"24",0.784530386740331,0.026225924414362
"25",0.790055248618785,0.133598478532902
"26",0.795580110497238,0.0878988777904973
"27",0.795580110497238,0.0729751925607563
"28",0.801104972375691,0.121729957912875
"29",0.773480662983425,0.0502989695561519
"30",0.795580110497238,0.0198389500506845
"31",0.784530386740331,0.121729957912875
"32",0.795580110497238,0.0664922775817172
"33",0.806629834254144,0.0136742187256937
"34",0.795580110497238,0.0180765124066192
"35",0.784530386740331,0.0878988777904973
"36",0.790055248618785,0.0664922775817172
"37",0.790055248618785,0.0964689098632957
"38",0.790055248618785,0.0920842490258585
"39",0.795580110497238,0.0634701009455585
"40",0.779005524861878,0.0605852869017536
"41",0.779005524861878,0.0729751925607563
"42",0.779005524861878,0.121729957912875
"43",0.779005524861878,0.0228099716021207
"44",0.795580110497238,0.0729751925607563
"45",0.790055248618785,0.0729751925607563
"46",0.790055248618785,0.0605852869017536
"47",0.779005524861878,0.016470644865371
"48",0.801104972375691,0.0238960855710666
"49",0.795580110497238,0.026225924414362
"50",0.790055248618785,0.0634701009455585
"51",0.806629834254144,0.0920842490258585
"52",0.790055248618785,0.0729751925607563
"53",0.773480662983425,0.0696583574334701
"54",0.790055248618785,0.030153440056185
"55",0.795580110497238,0.105874509483428
"56",0.779005524861878,0.0150074381705308
"57",0.790055248618785,0.0315892188036582
"58",0.784530386740331,0.0878988777904973
"59",0.773480662983425,0.0417590881844526
"60",0.806629834254144,0.0800901837470481
"61",0.795580110497238,0.0605852869017536
"62",0.767955801104972,0.0502989695561519
"63",0.779005524861878,0.127526221495951
"64",0.801104972375691,0.121729957912875
"65",0.784530386740331,0.0605852869017536
"66",0.795580110497238,0.0480128037615054
"67",0.784530386740331,0.105874509483428
"68",0.795580110497238,0.0964689098632957
"69",0.784530386740331,0.127526221495951
"70",0.779005524861878,0.0578315921084834
"71",0.806629834254144,0.0664922775817172
"72",0.779005524861878,0.016470644865371
"73",0.784530386740331,0.0920842490258585
"74",0.784530386740331,0.0920842490258585
"75",0.773480662983425,0.0878988777904973
"76",0.784530386740331,0.0664922775817172
"77",0.806629834254144,0.0458305477305524
"78",0.806629834254144,0.0764499612895074
"79",0.773480662983425,0.116197143455245
"80",0.773480662983425,0.0578315921084834
"81",0.806629834254144,0.0964689098632957
"82",0.801104972375691,0.105874509483428
"83",0.784530386740331,0.0664922775817172
"84",0.784530386740331,0.0696583574334701
"85",0.795580110497238,0.00712974897676874
"86",0.790055248618785,0.110915803953718
"87",0.795580110497238,0.00942510855062416
"88",0.795580110497238,0.0920842490258585
"89",0.784530386740331,0.0605852869017536
"90",0.784530386740331,0.116197143455245
"91",0.790055248618785,0.0800901837470481
"92",0.784530386740331,0.0634701009455585
"93",0.795580110497238,0.030153440056185
"94",0.784530386740331,0.0634701009455585
"95",0.784530386740331,0.0417590881844526
"96",0.767955801104972,0.0664922775817172
"97",0.795580110497238,0.101062349627235
"98",0.784530386740331,0.0502989695561519
"99",0.795580110497238,0.0764499612895074
"100",0.779005524861878,0.0878988777904973
