"","score","lambda"
"1",0.62425588161062,0.495070429907207
"2",0.618179472505288,0.495070429907207
"3",0.61185299943581,0.518643581111142
"4",0.618382101374906,0.495070429907207
"5",0.606871162523911,0.472568714806835
"6",0.618908074137101,0.518643581111142
"7",0.621055447530435,0.495070429907207
"8",0.622174930536653,0.495070429907207
"9",0.613026847509268,0.518643581111142
"10",0.617499375860141,0.518643581111142
"11",0.620073730682307,0.495070429907207
"12",0.603667023640651,0.495070429907207
"13",0.627275562148692,0.495070429907207
"14",0.616893076223728,0.495070429907207
"15",0.625353082751589,0.518643581111142
"16",0.601355450901749,0.518643581111142
"17",0.621762108851246,0.518643581111142
"18",0.61823077676098,0.495070429907207
"19",0.62294952596438,0.518643581111142
"20",0.629155522875513,0.472568714806835
"21",0.610444781422199,0.495070429907207
"22",0.618080688842714,0.495070429907207
"23",0.625431177848781,0.495070429907207
"24",0.610132105268622,0.472568714806835
"25",0.620038930212265,0.518643581111142
"26",0.619924084834975,0.596314085500668
"27",0.604909966573031,0.543339185655276
"28",0.624169101318701,0.495070429907207
"29",0.610360838149189,0.495070429907207
"30",0.62398558681867,0.495070429907207
"31",0.618920474704403,0.495070429907207
"32",0.62773691205848,0.495070429907207
"33",0.61124521643399,0.495070429907207
"34",0.625188797632863,0.495070429907207
"35",0.617366979122568,0.495070429907207
"36",0.611165257264565,0.518643581111142
"37",0.617501544310031,0.472568714806835
"38",0.619970711053581,0.495070429907207
"39",0.622740508230468,0.518643581111142
"40",0.621056634522087,0.543339185655276
"41",0.628167441763263,0.518643581111142
"42",0.622931748525112,0.374502624781506
"43",0.619661054056342,0.518643581111142
"44",0.613216471869577,0.495070429907207
"45",0.623136765637109,0.518643581111142
"46",0.6283593318589,0.495070429907207
"47",0.608856076242328,0.472568714806835
"48",0.620490385809428,0.495070429907207
"49",0.625829043793551,0.495070429907207
"50",0.613172063468346,0.472568714806835
"51",0.612532064664204,0.495070429907207
"52",0.612821201607424,0.569210690000375
"53",0.616915636575293,0.569210690000375
"54",0.612434087258359,0.518643581111142
"55",0.604777296327454,0.495070429907207
"56",0.630256886978591,0.310918658405144
"57",0.603739127865304,0.495070429907207
"58",0.615799590760375,0.518643581111142
"59",0.621884262700869,0.543339185655276
"60",0.627342309587163,0.495070429907207
"61",0.617919340428271,0.472568714806835
"62",0.614435817439734,0.495070429907207
"63",0.625424722368663,0.472568714806835
"64",0.605452898114826,0.495070429907207
"65",0.620782599805685,0.518643581111142
"66",0.621219352595999,0.341232843768402
"67",0.616318473147106,0.472568714806835
"68",0.629557587757868,0.495070429907207
"69",0.620896562045857,0.495070429907207
"70",0.61819314287122,0.518643581111142
"71",0.640700912996217,0.472568714806835
"72",0.62780580613893,0.357480902500993
"73",0.61714353293828,0.718262427091732
"74",0.611749377890505,0.472568714806835
"75",0.621962529268493,0.495070429907207
"76",0.624448173956437,0.357480902500993
"77",0.620255417343517,0.518643581111142
"78",0.615041131311394,0.543339185655276
"79",0.629408918027698,0.472568714806835
"80",0.621056113922362,0.543339185655276
"81",0.626239993425499,0.518643581111142
"82",0.619443796599369,0.472568714806835
"83",0.613868493765648,0.569210690000375
"84",0.602129818192016,0.495070429907207
"85",0.622570126696552,0.518643581111142
"86",0.629273568029512,0.472568714806835
"87",0.619782138572254,0.495070429907207
"88",0.616175005686738,0.518643581111142
"89",0.619413215932352,0.518643581111142
"90",0.603535076681345,0.495070429907207
"91",0.615606113814624,0.543339185655276
"92",0.613976959177573,0.341232843768402
"93",0.612745038370232,0.518643581111142
"94",0.623922577391728,0.357480902500993
"95",0.61651705890336,0.495070429907207
"96",0.622770599391037,0.518643581111142
"97",0.612094878336405,0.472568714806835
"98",0.625410752534187,0.472568714806835
"99",0.613064399834965,0.341232843768402
"100",0.610456372595002,0.518643581111142
