"","score","lambda"
"1",0.46248249508638,0.128599885148946
"2",0.468591370393215,0.141138215193517
"3",0.485351874628947,0.141138215193517
"4",0.482151726749982,0.117175425788449
"5",0.481180412573717,0.141138215193517
"6",0.484579622547636,0.141138215193517
"7",0.507011104819742,0.128599885148946
"8",0.476826282444956,0.128599885148946
"9",0.479806206058328,0.141138215193517
"10",0.487315903092515,0.117175425788449
"11",0.471302534560585,0.204767384348307
"12",0.463094244544475,0.128599885148946
"13",0.454451528933493,0.128599885148946
"14",0.485282446349604,0.141138215193517
"15",0.47605906423295,0.141138215193517
"16",0.471207912418656,0.141138215193517
"17",0.492652564408316,0.117175425788449
"18",0.48914721407495,0.117175425788449
"19",0.473538139307949,0.117175425788449
"20",0.47014902974549,0.117175425788449
"21",0.464502075833507,0.128599885148946
"22",0.453034722704658,0.141138215193517
"23",0.505281160887569,0.117175425788449
"24",0.471759464319707,0.154899016938778
"25",0.492102100841256,0.117175425788449
"26",0.491535738142621,0.128599885148946
"27",0.492773331484285,0.117175425788449
"28",0.480732111229087,0.117175425788449
"29",0.491320223493256,0.128599885148946
"30",0.488435829942598,0.141138215193517
"31",0.464379035603536,0.246643039377067
"32",0.487816075893854,0.117175425788449
"33",0.480660496629558,0.117175425788449
"34",0.467090942916299,0.117175425788449
"35",0.453589623907075,0.128599885148946
"36",0.486691424549859,0.128599885148946
"37",0.479064976860508,0.106765883910409
"38",0.487720017407237,0.128599885148946
"39",0.489983290567819,0.128599885148946
"40",0.474180942714174,0.128599885148946
"41",0.477732993455622,0.117175425788449
"42",0.473268875084496,0.117175425788449
"43",0.457176150855718,0.128599885148946
"44",0.483806741692399,0.141138215193517
"45",0.467581730309164,0.128599885148946
"46",0.480760564728771,0.128599885148946
"47",0.482047549247462,0.141138215193517
"48",0.473653999337875,0.117175425788449
"49",0.467223832655751,0.141138215193517
"50",0.464326003194694,0.128599885148946
"51",0.464884890329164,0.117175425788449
"52",0.475942501941977,0.128599885148946
"53",0.4781114569363,0.128599885148946
"54",0.458484505726371,0.0886389124995606
"55",0.482199462597537,0.117175425788449
"56",0.459312962614637,0.128599885148946
"57",0.473341266416207,0.128599885148946
"58",0.452091830417928,0.141138215193517
"59",0.465917457103532,0.128599885148946
"60",0.480675357181519,0.117175425788449
"61",0.480721008282337,0.117175425788449
"62",0.467069370952006,0.128599885148946
"63",0.471538715782372,0.141138215193517
"64",0.471529858703722,0.128599885148946
"65",0.480909376652609,0.106765883910409
"66",0.469091145499304,0.141138215193517
"67",0.481926652644845,0.117175425788449
"68",0.476191316710558,0.128599885148946
"69",0.465704201871277,0.117175425788449
"70",0.49111828034674,0.141138215193517
"71",0.455993032380457,0.117175425788449
"72",0.461932136089161,0.154899016938778
"73",0.475683967080892,0.128599885148946
"74",0.486360566435445,0.141138215193517
"75",0.464477727886196,0.117175425788449
"76",0.482145168977987,0.128599885148946
"77",0.454734233787062,0.170001479866397
"78",0.444526399080384,0.128599885148946
"79",0.478628406001072,0.117175425788449
"80",0.487959412338216,0.117175425788449
"81",0.455902528032377,0.128599885148946
"82",0.469718476628532,0.128599885148946
"83",0.474129822291518,0.128599885148946
"84",0.479609148238434,0.128599885148946
"85",0.475721398973327,0.128599885148946
"86",0.453843237180637,0.128599885148946
"87",0.487275072903229,0.128599885148946
"88",0.481619107296494,0.106765883910409
"89",0.476464584902135,0.128599885148946
"90",0.484110403222434,0.141138215193517
"91",0.479381482885977,0.128599885148946
"92",0.466122953340512,0.128599885148946
"93",0.474734840724299,0.117175425788449
"94",0.470803800241752,0.128599885148946
"95",0.475057118929531,0.141138215193517
"96",0.470436584134454,0.128599885148946
"97",0.472032634242898,0.128599885148946
"98",0.473404174491457,0.128599885148946
"99",0.47893561097591,0.128599885148946
"100",0.492126788545475,0.117175425788449
